  0.000000,  1.000000,  0.000000
 -0.002470,  0.999987, -0.004443
 -0.004950,  0.999948, -0.008898
 -0.007439,  0.999883, -0.013365
 -0.009937,  0.999791, -0.017842
 -0.012445,  0.999673, -0.022330
 -0.014963,  0.999528, -0.026829
 -0.017489,  0.999356, -0.031337
 -0.020024,  0.999156, -0.035854
 -0.022568,  0.998929, -0.040380
 -0.025121,  0.998675, -0.044915
 -0.027682,  0.998393, -0.049457
 -0.030251,  0.998082, -0.054008
 -0.032829,  0.997744, -0.058565
 -0.035415,  0.997377, -0.063129
 -0.038008,  0.996982, -0.067699
 -0.040609,  0.996558, -0.072274
 -0.043217,  0.996105, -0.076855
 -0.045832,  0.995624, -0.081440
 -0.048454,  0.995114, -0.086029
 -0.051083,  0.994574, -0.090621
 -0.053718,  0.994006, -0.095217
 -0.056359,  0.993409, -0.099815
 -0.059007,  0.992782, -0.104414
 -0.061659,  0.992126, -0.109015
 -0.064317,  0.991441, -0.113616
 -0.066980,  0.990726, -0.118217
 -0.069648,  0.989982, -0.122817
 -0.072320,  0.989209, -0.127416
 -0.074996,  0.988407, -0.132014
 -0.077676,  0.987575, -0.136608
 -0.080359,  0.986714, -0.141200
 -0.083045,  0.985824, -0.145787
 -0.085734,  0.984905, -0.150370
 -0.088425,  0.983957, -0.154947
 -0.091119,  0.982981, -0.159519
 -0.093814,  0.981975, -0.164084
 -0.096510,  0.980941, -0.168642
 -0.099207,  0.979879, -0.173191
 -0.101905,  0.978788, -0.177732
 -0.104603,  0.977670, -0.182263
 -0.107300,  0.976524, -0.186784
 -0.109997,  0.975350, -0.191293
 -0.112693,  0.974149, -0.195791
 -0.115387,  0.972921, -0.200277
 -0.118079,  0.971666, -0.204749
 -0.120770,  0.970385, -0.209207
 -0.123457,  0.969078, -0.213651
 -0.126141,  0.967745, -0.218079
 -0.128822,  0.966387, -0.222490
 -0.131499,  0.965003, -0.226885
 -0.134171,  0.963595, -0.231261
 -0.136839,  0.962164, -0.235619
 -0.139501,  0.960708, -0.239958
 -0.142158,  0.959229, -0.244277
 -0.144809,  0.957727, -0.248574
 -0.147453,  0.956203, -0.252850
 -0.150090,  0.954657, -0.257104
 -0.152720,  0.953090, -0.261335
 -0.155343,  0.951502, -0.265541
 -0.157957,  0.949894, -0.269723
 -0.160562,  0.948267, -0.273880
 -0.163159,  0.946620, -0.278011
 -0.165746,  0.944955, -0.282115
 -0.168323,  0.943272, -0.286192
 -0.170891,  0.941572, -0.290240
 -0.173447,  0.939855, -0.294260
 -0.175993,  0.938122, -0.298250
 -0.178527,  0.936374, -0.302210
 -0.181050,  0.934612, -0.306139
 -0.183561,  0.932836, -0.310037
 -0.186059,  0.931046, -0.313903
 -0.188544,  0.929244, -0.317736
 -0.191017,  0.927431, -0.321536
 -0.193475,  0.925606, -0.325302
 -0.195920,  0.923771, -0.329034
 -0.198351,  0.921926, -0.332730
 -0.200768,  0.920072, -0.336392
 -0.203169,  0.918211, -0.340017
 -0.205556,  0.916342, -0.343606
 -0.207927,  0.914466, -0.347158
 -0.210282,  0.912584, -0.350672
 -0.212622,  0.910698, -0.354149
 -0.214945,  0.908807, -0.357588
 -0.217252,  0.906912, -0.360987
 -0.219543,  0.905015, -0.364348
 -0.221816,  0.903115, -0.367669
 -0.224072,  0.901214, -0.370950
 -0.226311,  0.899313, -0.374192
 -0.228532,  0.897412, -0.377392
 -0.230735,  0.895512, -0.380552
 -0.232921,  0.893613, -0.383671
 -0.235088,  0.891717, -0.386749
 -0.237237,  0.889824, -0.389785
