  0.887455,  0.493028, -0.493029
  0.888643,  0.492753, -0.497163
  0.889775,  0.492405, -0.501294
  0.890849,  0.491983, -0.505419
  0.891866,  0.491487, -0.509538
  0.892824,  0.490917, -0.513647
  0.893723,  0.490269, -0.517745
  0.894562,  0.489543, -0.521828
  0.895340,  0.488737, -0.525894
  0.896056,  0.487850, -0.529940
  0.896710,  0.486880, -0.533963
  0.897299,  0.485826, -0.537961
  0.897824,  0.484687, -0.541930
  0.898283,  0.483462, -0.545869
  0.898675,  0.482149, -0.549773
  0.898999,  0.480748, -0.553640
  0.899254,  0.479257, -0.557467
  0.899439,  0.477675, -0.561250
  0.899552,  0.476002, -0.564988
  0.899593,  0.474236, -0.568676
  0.899560,  0.472377, -0.572312
  0.899452,  0.470424, -0.575893
  0.899267,  0.468377, -0.579414
  0.899006,  0.466234, -0.582875
  0.898665,  0.463996, -0.586270
  0.898245,  0.461661, -0.589597
  0.897743,  0.459230, -0.592853
  0.897158,  0.456702, -0.596035
  0.896490,  0.454077, -0.599139
  0.895737,  0.451355, -0.602163
  0.894897,  0.448536, -0.605103
  0.893970,  0.445620, -0.607957
  0.892954,  0.442608, -0.610721
  0.891848,  0.439498, -0.613392
  0.890650,  0.436293, -0.615967
  0.889360,  0.432992, -0.618443
  0.887976,  0.429596, -0.620818
  0.886497,  0.426105, -0.623089
  0.884922,  0.422520, -0.625252
  0.883250,  0.418843, -0.627306
  0.881480,  0.415073, -0.629247
  0.879611,  0.411212, -0.631072
  0.877641,  0.407262, -0.632780
  0.875571,  0.403222, -0.634368
  0.873398,  0.399096, -0.635834
  0.871123,  0.394883, -0.637175
  0.868744,  0.390585, -0.638389
  0.866260,  0.386205, -0.639474
  0.863672,  0.381743, -0.640428
  0.860978,  0.377201, -0.641249
  0.858178,  0.372581, -0.641936
  0.855271,  0.367886, -0.642487
  0.852257,  0.363116, -0.642900
  0.849136,  0.358275, -0.643173
  0.845907,  0.353363, -0.643307
  0.842570,  0.348384, -0.643298
  0.839126,  0.343340, -0.643147
  0.835573,  0.338232, -0.642852
  0.831912,  0.333064, -0.642413
  0.828144,  0.327837, -0.641829
  0.824268,  0.322554, -0.641099
  0.820285,  0.317218, -0.640223
  0.816195,  0.311831, -0.639201
  0.811998,  0.306396, -0.638033
  0.807696,  0.300915, -0.636718
  0.803288,  0.295392, -0.635257
